popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0.542568,6000000.0,4641089.515847268,Ooops! Noah is Gone...,Tara Flynn|Alan Stanford|Martin Sheen|Amy Grant|Patrick Fitzsymons,Toby Genkel|Sean McCormack,adventure|animal|noah's ark,85,Animation|Adventure|Comedy,Skyline Entertainment|Moetion Films|Ulysses Filmproduktion|Fabrique d'images,50,5.7,2015
0.5327,3752316.162340903,4641089.515847268,The Unspoken,Jodelle Ferland|Sunny Suljic|Neal McDonough|Matt Bellefleur|Fulvio Cecere,Sheldon Wilson,unknown,90,Thriller|Horror,Lighthouse Pictures|Sapphire Fire Limited,10,4.1,2015
0.532239,3752316.162340903,4641089.515847268,Hot Girls Wanted,Rachel Bernard|Belle Knox|Tressa Silguero|Kendall Plemons,Jill Bauer|Ronna Gradus,porno star|craigslist|woman director|sex trade|porno filmmaking,84,Documentary,Two to Tangle Productions,158,5.9,2015
0.532205,100000.0,42664410.0,The Gallows,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan,Travis Cluff|Chris Lofing,gallows|high school|tragedy|hanging|found footage,87,Horror|Thriller,New Line Cinema|Blumhouse Productions|Management 360|Tremendum Pictures,247,5.0,2015
0.52985,3752316.162340903,4641089.515847268,Dirty Weekend,Matthew Broderick|Alice Eve|Phil Burke|Gia Crovatin|Monique Candelaria,Neil LaBute,sex|hotel|airport|infidelity|homosexuality,93,Drama|Comedy,Horsethief Pictures,12,4.8,2015
0.527957,3752316.162340903,4641089.515847268,I Spit on Your Grave III: Vengeance is Mine,Sarah Butler|Jennifer Landon|Doug McKeon|Gabriel Hogan|Harley Jane Kozak,R.D. Braunstein,male nudity|rape|detective|nudity|group therapy,91,Horror|Thriller,Cinetel Films,100,5.0,2015
0.526642,3752316.162340903,4641089.515847268,Experimenter,Peter Sarsgaard|Winona Ryder|Edoardo Ballerini|Jim Gaffigan|Anthony Edwards,Michael Almereyda,experiment|biography|controversy,97,History|Drama,FJ Productions|BB Film Productions,94,6.9,2015
0.524315,10000000.0,3334927.0,By the Sea,Angelina Jolie|Brad Pitt|MÃ©lanie Laurent|Melvil Poupaud|Niels Arestrup,Angelina Jolie,france|hotel|1970s|grief|travel,122,Drama|Romance,Plan B Entertainment|Jolie Pas|Pellikola,82,5.4,2015
0.52025,3752316.162340903,4641089.515847268,Woodlawn,C. Thomas Howell|Sean Astin|Jon Voight|Virginia Williams|Brando Eaton,Andrew Erwin|Jon Erwin,sport|racism,123,Drama,Sony Pictures,32,6.8,2015
0.516954,3752316.162340903,4641089.515847268,The Hollow,Stephanie Hunt|Sarah Dugdale|Alisha Newton|Hilary Jardine|Richard Harmon,Sheldon Wilson,monster|island|halloween|curse|storm,90,Horror|TV Movie,Sonar Entertainment,19,5.1,2015
0.515401,3752316.162340903,4641089.515847268,Visions,Isla Fisher|Anson Mount|Gillian Jacobs|Jim Parsons|Eva Longoria,Kevin Greutert,horror|vision|pregnant|sight,80,Thriller|Horror,Blumhouse Productions|Chapter One Films,67,5.5,2015
0.514735,3752316.162340903,1236094.0,Beyond the Mask,Andrew Cheney|John Rhys-Davies|Kara Killmer|Adetokumboh M'Cormack|Steve Blackwood,Chad Burns,mercenary,103,Action,Burns Family Studios,13,6.2,2015
0.513386,3752316.162340903,4641089.515847268,I Am Here,Kim Basinger|Jordan Prentice|Sebastian Schipper|Peter Stormare|Robert Hunger-BÃ¼hler,Anders Morgenthaler,prostitute|border|black market|business woman|mortal danger,97,Drama|Thriller,Zentropa Entertainments,18,4.0,2015
0.50732,3752316.162340903,4641089.515847268,Wild Horses,Robert Duvall|James Franco|Josh Hartnett|Adriana Barraza|Jim Parrack,Robert Duvall,unknown,100,Crime|Drama,Patriot Pictures,16,4.1,2015
0.504827999999999,3752316.162340903,4641089.515847268,Pressure,Danny Huston|Joe Cole|Alan McKenna|Matthew Goode|Ian Pirie,Ron Scalpello,survival,91,Drama|Thriller,Isle of Man Film|Bigscope Films|Pinewood Pictures,29,5.0,2015
0.502489,3752316.162340903,4641089.515847268,Hidden,Alexander SkarsgÃ¥rd|Andrea Riseborough|Emily Alyn Lind|Heather Doerksen|William Ainscough,Ross Duffer|Matt Duffer,helicopter|underground|nightmare|quarantine|outbreak,83,Thriller|Horror,Primal Pictures|Warner Bros.,96,6.5,2015
0.497265,3752316.162340903,157768.0,Hell & Back,Mila Kunis|Bob Odenkirk|T.J. Miller|Susan Sarandon|Jennifer Coolidge,Tom Gianas|Ross Shuman,orpheus|carnival|hell|stop motion animation|devil,86,Fantasy|Comedy|Animation,Freestyle Releasing|ShadowMachine Films,47,4.3,2015
0.486351,21000000.0,4641089.515847268,Robot Overlords,Gillian Anderson|Ben Kingsley|Callan McAuliffe|Geraldine James|Steven Mackintosh,Jon Wright,invasion|robot,90,Adventure|Science Fiction|Action,British Film Institute (BFI)|Northern Ireland Screen|Pinewood Studios|British Film Company|Tempo Productions Limited,63,4.9,2015
0.482422,3752316.162340903,4641089.515847268,The Man with the Iron Fists 2,RZA|Dustin Nguyen|Eugenia Yuan|Pim Bubear|Cary-Hiroyuki Tagawa,Roel ReinÃ©,martial arts|sequel|revenge|slave,90,Action,Living Films|Arcade Pictures|Iron Fists,43,4.7,2015
0.47784,3752316.162340903,4641089.515847268,LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,Mark Hamill|Troy Baker|Nolan North|Josh Keaton|Khary Payton,Rick Morales,unknown,67,Action|Adventure|Animation|Family,Warner Bros. Animation,17,6.8,2015
0.476341,3752316.162340903,4641089.515847268,Crown for Christmas,Danica McKellar|Rupert Penry-Jones|Ellie Botterill|Pavel Douglas|Colin McFarlane,Alex Zamm,unknown,84,TV Movie,unknown,10,7.6,2015
0.475473,3752316.162340903,4641089.515847268,Spare Parts,Carlos PenaVega|George Lopez|Jamie Lee Curtis|Marisa Tomei|David Del Rio,Sean McNamara,m.i.t.|hispanic|high school student|robotics club|car parts,83,Action|Drama|Family,Brookwell-McNamara Entertainment|Pantelion Film|Televisa|Circle of Confusion,38,6.6,2015
0.474788,3752316.162340903,4641089.515847268,The World Made Straight,Haley Joel Osment|Minka Kelly|Noah Wyle|Jeremy Irvine|Adelaide Clemens,David Burris,appalachia|appalachian,119,Drama,Myriad Pictures|Dreambridge Films|Bifrost Pictures,13,5.8,2015
0.474626,3752316.162340903,4641089.515847268,Last Shift,Juliana Harkavy|Joshua Mikel|J. Larose|Natalie Victoria|Sarah Sculco,Anthony DiBlasi,mask|telephone|supernatural|hell|cop,88,Horror|Thriller,Skyra Entertainment,77,5.6,2015
0.473344,3752316.162340903,4641089.515847268,Frankenstein,Carrie-Anne Moss|Danny Huston|Xavier Samuel|Tony Todd,Bernard Rose,frankenstein,89,Horror|Thriller,Eclectic pictures|Summerstorm Entertainment|Bad Badger,14,4.5,2015
0.471393,3752316.162340903,4641089.515847268,Cartel Land,Robert Hetrick|JosÃ© Manuel Mireles Valverde,Matthew Heineman,mexico|arizona|cocaine|crack|murder,100,Drama|Documentary,The Documentary Group|Our Time Projects,112,7.5,2015
0.471091,20000000.0,4641089.515847268,Superfast!,Alex Ashbaugh|Dale Pavinkski|Lili Mirojnick|Andrea Navedo,Jason Friedberg|Aaron Seltzer,spoof|automobile racing,99,Comedy,The Safran Company|3 in the Box,60,4.4,2015
0.470991,3752316.162340903,4641089.515847268,Moonwalkers,Rupert Grint|Ron Perlman|Robert Sheehan|Stephen Campbell Moore|Eric Lampaert,Antoine Bardou-Jacquet,unknown,107,Comedy,Nexus Factory|Partizan Films|Potemkin Productions,53,6.0,2015
0.470124,3752316.162340903,4641089.515847268,Chi-Raq,Teyonah Parris|Nick Cannon|Angela Bassett|Jennifer Hudson|Samuel L. Jackson,Spike Lee,chicago,127,Music|Drama|Crime|Comedy,40 Acres & A Mule Filmworks|Amazon Studios,33,5.9,2015
0.467556,5300000.0,4641089.515847268,Bad Asses on the Bayou,Danny Trejo|Danny Glover|John Amos|Loni Love|Jimmy Bennett,Craig Moss,louisiana|kidnapping,85,Comedy|Action,Sense and Sensibility Ventures|Silver Nitrate,24,5.8,2015
0.465707,3752316.162340903,13603453.0,Strange Magic,Alan Cumming|Evan Rachel Wood|Elijah Kelley|Meredith Anne Bull|Sam Palladio,Gary Rydstrom,elves|musical|aftercreditsstinger|duringcreditsstinger|love potion,99,Music|Animation|Family|Fantasy,Lucasfilm|Touchstone Pictures,68,6.1,2015
0.46209,9000000.0,21571189.0,Black or White,Kevin Costner|Jennifer Ehle|Gillian Jacobs|Octavia Spencer|Bill Burr,Mike Binder,grieving widower|widower,121,Drama,Treehouse Pictures,72,6.7,2015
0.459597,3752316.162340903,4641089.515847268,Dead Rising,Jesse Metcalfe|Meghan Ory|Keegan Connor Tracy|Virginia Madsen|Dennis Haysbert,Zach Lipovsky,chain saw|infection|quarantine|zombies|based on video game,118,Horror|Science Fiction,Di Bonaventura Pictures|Contradiction Films|Dead Rising Productions|Legendary Digital Media,82,4.9,2015
0.454151,3752316.162340903,4641089.515847268,Deathgasm,Milo Cawthorne|Kimberley Crossman|Sam Berkley|Delaney Tabron|Colin Moy,Jason Lei Howden,new zealand|college|friendship|teenage boy|metal band,86,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,83,6.5,2015
0.452939,3752316.162340903,4641089.515847268,Justice League: Gods and Monsters,Benjamin Bratt|Michael C. Hall|Tamara Taylor|Jason Isaacs|Paget Brewster,Sam Liu,dc comics|superhero|super powers,76,Action|Animation|Fantasy,DC Comics|Warner Bros. Animation,99,6.9,2015
0.450872,13000000.0,1646788.0,I Saw the Light,Tom Hiddleston|Elizabeth Olsen|David Krumholtz|Bradley Whitford|Maddie Hasson,Marc Abraham,country music|biography|music|country singer,123,Drama|Music,Bron Studios|RatPac Entertainment,19,5.6,2015
0.45016,3752316.162340903,316472.0,Good Kill,Ethan Hawke|January Jones|ZoÃ« Kravitz|Jake Abel|Bruce Greenwood,Andrew Niccol,pilot|suspicion|drone|u.s. military|air force base,104,Action|Drama|Thriller,Voltage Pictures|Sobini Films|Dune Films,132,5.7,2015
0.444265,3752316.162340903,4641089.515847268,Southbound,Kate Beahan|Matt Bettinelli-Olpin|Susan Burke|Zoe Cooper|Gerald Downey,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,anthology|woman director|horror anthology,89,Fantasy|Thriller|Horror|Science Fiction,Willowbrook Regent Films,73,6.0,2015
0.444193,3752316.162340903,4641089.515847268,Star Trek: Renegades,Walter Koenig|Sean Young|Manu Intiraymi|Bruce A. Young|Gary Graham,Tim Russ,unknown,88,Action|Science Fiction|Adventure|Fantasy,ST Renegades,31,4.1,2015
0.443525,3752316.162340903,4641089.515847268,The Boy,David Morse|Rainn Wilson|Jared Breeze|Mike Vogel|Zuleikha Robinson,Craig Macneill,unknown,110,Thriller|Drama|Horror,Chiller Films|SpectreVision,22,6.1,2015
0.442835,3752316.162340903,4641089.515847268,Riley's First Date?,Amy Poehler|Phyllis Smith|Bill Hader|Lewis Black|Mindy Kaling,Josh Cooley,mother daughter relationship|rock music|girl|father daughter relationship|boyfriend,5,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,137,7.3,2015
0.442427,3752316.162340903,3286448.0,The Program,Ben Foster|Chris O'Dowd|Dustin Hoffman|Jesse Plemons|Lee Pace,Stephen Frears,biography|sport|tour de france,103,Drama,StudioCanal|Working Title Films,107,5.9,2015
0.442067,3752316.162340903,4641089.515847268,Lila & Eve,Viola Davis|Jennifer Lopez|Shea Whigham|Aml Ameen|Andre Royo,Charles Stone III,unknown,94,Thriller|Drama,A&E Television Networks|ChickFlick Productions|Lifetime Productions,78,5.2,2015
0.441882,3752316.162340903,4641089.515847268,The Final Girls,Taissa Farmiga|Malin Ã…kerman|Nina Dobrev|Alexander Ludwig|Alia Shawkat,Todd Strauss-Schulson,virgin|summer camp|movie in movie|murder|slow motion scene,91,Horror|Comedy,Groundswell Productions|Ulterior Productions|Studio Solutions,211,6.6,2015
0.441402,3752316.162340903,4641089.515847268,He Never Died,Henry Rollins|Booboo Stewart|Jordan Todosey|Steven Ogg|James Cade,Jason Krawczyk,unknown,99,Thriller|Horror|Comedy|Drama,Alternate Ending Studios|108 Media,65,6.3,2015
0.439597999999999,3752316.162340903,4641089.515847268,A Very Murray Christmas,Bill Murray|Paul Shaffer|George Clooney|Miley Cyrus|Michael Cera,Sofia Coppola,woman director|christmas,56,Comedy|Music,American Zoetrope|South Beach Productions|Departed Productions,101,5.4,2015
0.438409,3752316.162340903,4641089.515847268,Kill Your Friends,Nicholas Hoult|Craig Roberts|Georgia King|Tom Riley|Jim Piddock,Owen Harris,magazine|music,100,Thriller|Comedy|Crime,Altitude Film Entertainment|AI-Film|Unigram,54,5.5,2015
0.435582,5000000.0,2333684.0,Jem and the Holograms,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,Jon M. Chu,secret identity|hologram|based on cartoon|based on tv series|rock band,119,Drama|Music|Adventure|Fantasy,Universal Pictures|Blumhouse Productions|Hasbro Studios|Allspark Pictures,69,5.7,2015
0.433072999999999,3752316.162340903,4641089.515847268,The Adderall Diaries,James Franco|Amber Heard|Ed Harris|Christian Slater|Wilmer Valderrama,Pamela Romanowsky,based on novel|woman director,105,Thriller|Action|Drama,RabbitBandini Productions|Windowseat Films,23,4.8,2015
0.429892,10000000.0,4641089.515847268,Grizzly,James Marsden|Piper Perabo|Billy Bob Thornton|Thomas Jane|Michaela McManus,David Hackl,grizzly bear|wilderness|alaska|survival|bear,94,Action|Horror|Thriller,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,35,5.0,2015
0.427116,3752316.162340903,4641089.515847268,Where to Invade Next,Michael Moore|Krista Kiuru|Tim Walker,Michael Moore,germany|italy|france|usa|portugal,120,Documentary,Dog Eat Dog Films|IMG Films,67,7.2,2015
0.424813,6000000.0,90777.0,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,Cary Fukunaga,africa|based on novel|child soldier,137,Drama|War,Participant Media|Focus Features|Red Crown Productions,306,7.5,2015
0.423161,3752316.162340903,4641089.515847268,A Christmas Horror Story,William Shatner|George Buza|Rob Archer|ZoÃ© De Grand Maison|Alex Ozerov,Grant Harvey|Steven Hoban|Brett Sullivan,santa claus|christmas|krampus,99,Horror,Copperheart Entertainment,56,5.6,2015
0.42179,3752316.162340903,4641089.515847268,Sunset Song,Peter Mullan|Agyness Deyn|Kevin Guthrie|Hugh Ross|Douglas Rankine,Terence Davies,unknown,135,Drama,Iris productions|Hurricane Films|SellOutPictures,19,7.1,2015
0.429756,3752316.162340903,4505.0,Synchronicity,Chad McKnight|Brianne Davis|AJ Bowen|Scott Poythress|Michael Ironside,Jacob Gentry,unknown,101,Thriller|Mystery|Science Fiction,Pop Films|Soapbox Films,45,5.3,2015
0.417191,3752316.162340903,4641089.515847268,12 Gifts of Christmas,Katrina Law|Donna Mills|Aaron O'Connell|Melanie Nelson,Peter Sullivan,christmas,84,Family|TV Movie,unknown,12,6.3,2015
0.415041,3752316.162340903,4641089.515847268,The Pack,Anna Lise Phillips|Jack Campbell|Katie Moore|Hamish Phillips|Kieran Thomas McNamara,Nick Robertson,unknown,90,Thriller|Horror,Kojo Pictures|Lightning Entertainment|Screen Australia|ProdigyMovies|IFC Midnight,15,5.5,2015
0.414913,3000000.0,3387000.0,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,Will Canon,unknown,83,Thriller|Horror,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,91,5.0,2015
0.370258,3752316.162340903,4641089.515847268,The Girl in the Photographs,Kal Penn|Claudia Lee|Kenny Wormald|Toby Hemingway|Luke Baines,Nick Simon,serial killer|tied feet|tied up while barefoot,95,Crime|Horror|Thriller,unknown,10,4.7,2015
0.412877,3752316.162340903,4641089.515847268,The Legend of Barney Thomson,Robert Carlyle|Emma Thompson|Ray Winstone|Ashley Jensen|James Cosmo,Robert Carlyle,based on novel,96,Thriller|Drama|Comedy,Sigma Films Ltd.|Trinity Works Entertainment|Latitude Media,21,5.7,2015
0.412503,1000000.0,4641089.515847268,The Duke of Burgundy,Sidse Babett Knudsen|Chiara D'Anna|Monica Swinn|Eugenia Caruso|Fatma Mohamed,Peter Strickland,sadomasochism|lesbian|butterfly|lesbian love|autumn,101,Drama,Pioneer Pictures|Rook Films,58,5.8,2015
0.409698,3752316.162340903,4641089.515847268,88,Katharine Isabelle|Christopher Lloyd|Kyle Schmid|Jesse McCartney|Michael Ironside,April Mullen,diner|woman director,88,Thriller|Action,WANGO Films,20,4.4,2015
0.405095,3752316.162340903,4641089.515847268,The Girl in the Book,Emily VanCamp|Michael Nyqvist|Ana Mulvoy Ten|Talia Balsam|Ali Ahn,Marya Cohn,woman director,86,Drama,Varient Busted Buggy Entertainmen,23,6.2,2015
0.404511,3752316.162340903,4641089.515847268,Avengers Grimm,Casper Van Dien|Rileah Vanderbilt|Milynn Sarley|Lauren Parkinson|Marah Fairclough,Jeremy M. Inman,unknown,90,Fantasy|Action|Adventure,The Asylum,23,3.8,2015
0.402236,447524.0,771317.0,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,Andrew Mogel|Jarrad Paul,high school reunion,101,Drama|Comedy,Ealing Studios|Electric Dynamite|Rip Cord Productions|Londinium Films,47,4.2,2015
0.250209,3752316.162340903,4641089.515847268,The Lion Guard: Return of the Roar,Max Charles|Jeff Bennett|Dusan Brown|Sarah Hyland|James Earl Jones,Howy Parkins,unknown,44,Family|TV Movie|Animation,Walt Disney Television Animation,48,5.9,2015
0.399947,3752316.162340903,228136.0,A Royal Night Out,Sarah Gadon|Bel Powley|Emily Watson|Rupert Everett|Jack Reynor,Julian Jarrold,unknown,97,Thriller|Romance|Drama,Ecosse Films|Scope Pictures|Filmgate Films,42,6.2,2015
0.398982,3752316.162340903,4641089.515847268,Parallels,Jessica Rothe|Michael Monks|Mark Hapka|Eric Jungmann,Christopher Leone,unknown,83,Science Fiction|Action,Fox Digital Studios,92,6.1,2015
0.396791,3752316.162340903,830129.0,Born to Be Blue,Ethan Hawke|Carmen Ejogo|Callum Keith Rennie|Stephen McHattie|Janet-Laine Green,Robert Budreau,jazz|biography|historical figure,97,Drama|Music,New Real Films|Lumanity Production,16,6.8,2015
0.394466,1950000.0,4641089.515847268,The Marine 4: Moving Target,Mike Mizanin|Melissa Roxburgh|Josh Blacker|Matthew MacCaull|Paul McGillion,William Kaufman,unknown,90,Thriller|Action,WWE Studios,35,5.7,2015
0.393642,3752316.162340903,4641089.515847268,Tales of Halloween,Keir Gilchrist|Pollyanna McIntosh|Samuel Witwer|Booboo Stewart|Adrienne Barbeau,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,witch|based on novel|halloween|death|evil,90,Horror,Epic Pictures Group|Film Entertainment Services,74,5.3,2015
0.393566,1000000.0,4641089.515847268,Blunt Force Trauma,Mickey Rourke|Freida Pinto|Ryan Kwanten|Maruia Shelton|Carolina GÃ³mez,Ken Sanzel,unknown,92,Adventure|Action,ETA films,23,4.4,2015
0.391326,3752316.162340903,4641089.515847268,Operator,Mischa Barton|Luke Goss|Ving Rhames|Michael ParÃ©|Julie Guevara,Obin Olson|Amariah Olson,hostage|officer|chaos|daughter|police,88,Thriller|Action|Drama,Status Media & Entertainment|DV3 Productions|The Forgery|GA2 Productions,16,5.4,2015
0.383406,3752316.162340903,49970.0,Spring,Lou Taylor Pucci|Nadia Hilker|Nick Nevern|Augie Duke|Jeremy Gardner,Aaron Moorhead|Justin Benson,unknown,109,Horror|Romance|Science Fiction,XYZ Films,110,6.5,2015
0.383183,3752316.162340903,4641089.515847268,The Intruders,Miranda Cosgrove|Donal Logue|Tom Sizemore|Jenessa Grant|Austin Butler,Adam Massey,unknown,92,Thriller,Darius Films,26,4.9,2015
0.382997,3752316.162340903,4641089.515847268,We Are Still Here,Barbara Crampton|Andrew Sensenig|Lisa Marie|Larry Fessenden|Monte Markham,Ted Geoghegan,terror|countryside|secret|supernatural|spirit,84,Horror,Dark Sky Films|Snowfort Pictures,91,5.5,2015
0.712889999999999,3752316.162340903,4641089.515847268,Monster High: Haunted,Haviland Stillwell|Karen Strassman|Cameron Clarke|Todd Haberkorn|Laura Bailey,Dan Fraga|William Lau,school|ghost,75,Animation|Family|Fantasy,Mattel Playground Productions,11,7.0,2015
0.378836,3752316.162340903,4641089.515847268,3-Headed Shark Attack,Karrueche Tran|Jaason Simmons|Rob Van Dam|Danny Trejo|Jena Sims,Christopher Ray,monster|mutation|machete|shark|pacific garbage patch,90,Science Fiction|Action|Horror,The Asylum|Syfy,15,3.8,2015
